,Labels,Tweets,HS_Label
45392,0,A NEW ERA IN AMERICAN ENERGY! #MadeInTheUSA🇺🇸Watch here: https://t.co/EG02Fdlkba https://t.co/XT12jqoIqj,0
45393,0,"It was an honor to welcome @GLFOP to the @WhiteHouse today with @VP Pence &amp, Attorney General Sessions. THANK YOU fo... https://t.co/VHzTB4c69h",0
45394,0,The failing @NYTimes would do much better if they were honest! https://t.co/ATy8R3knS2,0
45395,0,Watch @foxandfriends now on Podesta and Russia!,0
45396,0,Big announcement by Ford today. Major investment to be made in three Michigan plants. Car companies coming back to U.S.  JOBS! JOBS! JOBS!,0
45397,0,"The Democrats will make a deal with me on healthcare as soon as ObamaCare folds - not long. Do not worry, we are in very  good shape!",0
45398,0,The Republican House Freedom Caucus was able to snatch defeat from the jaws of victory. After so many bad years they were ready for a win!,1
45399,0,"""...money to Bill, the Hillary Russian """"reset,"""" praise of Russia by Hillary, or Podesta Russian Company. Trump Russia story is a hoax. #MAGA!""",0
45400,0,"Why isn't the House Intelligence Committee looking into the Bill &amp, Hillary deal that allowed big Uranium to go to Russia, Russian speech....",0
45401,0,General Kelly is doing a great job at the border. Numbers are way down. Many are not even trying to come in anymore.,0
45402,0,"Democrats are smiling in D.C. that the Freedom Caucus, with the help of Club For Growth and Heritage, have saved Planned Parenthood &amp, Ocare!",0
45403,0,Thanks you for all of the Trump Rallies today. Amazing support. We will all MAKE AMERICA GREAT AGAIN!,0
45404,0,Watch @JudgeJeanine on @FoxNews tonight at 9:00 P.M.,0
45405,0,ObamaCare will explode and we will all get together and piece together a great healthcare plan for THE PEOPLE. Do not worry!,0
45406,0,Happy #MedalOfHonorDay to our heroes! ➡️https://t.co/juAB1RmMh0 https://t.co/Sw5ea1OwUf,0
45407,0,"Today, I was thrilled to announce a commitment of $25 BILLION &amp, 20K AMERICAN JOBS over the next 4 years. THANK YOU... https://t.co/nWJ1hNmzoR",0
45408,0,"Today, I was pleased to announce the official approval of the presidential permit for the #KeystonePipeline. A grea... https://t.co/GWNo2XAueg",0
45409,0,"The irony is that the Freedom Caucus, which is very pro-life and against Planned Parenthood, allows P.P. to continue if they stop this plan!",0
45410,0,"After seven horrible years of ObamaCare (skyrocketing premiums &amp, deductibles, bad healthcare), this is finally your chance for a great plan!",0
45411,0,It was an honor to welcome so many truckers and trucking industry leaders to the @WhiteHouse today! https://t.co/M1veooVBNE,0
45412,0,"We are taking action to #RepealANDReplace #Obamacare! Contact your Rep &amp, tell them you support #AHCA. #PassTheBill... https://t.co/5lsrDJXfzb",0
45413,0,"A great American, Kurt Cochran, was killed in the London terror attack. My prayers and condolences are with his family and friends.",0
45414,0,Just watched the totally biased and fake news reports of the so-called Russia story on NBC and ABC. Such dishonesty!,0
45415,0,Spoke to U.K. Prime Minister Theresa May today to offer condolences on the terrorist attack in London. She is strong and doing very well.,0
45416,0,RT @mitchellvii: Trump always ends up being right.  It's almost a little freaky.,1
45417,0,RT @mitchellvii: EXACTLY AS I SAID - House Intel Chair: We Cannot Rule Out Sr. Obama Officials Were Involved in Trump Surveillance https://...,0
45418,0,Big day for healthcare. Working hard!,0
45419,0,"Today on #NationalAgDay, we honor our great American farmers &amp, ranchers. Their hard work &amp, dedication are ingrained... https://t.co/IpGRhly2zj",0
45420,0,"Honored to sign S.442 today. With this legislation, we support @NASA's scientists, engineers, and astronauts in the... https://t.co/Z5VwluvJQx",0
45421,0,Joined the @HouseGOP Conference this morning at the U.S. Capitol. https://t.co/03e4YBIWr0 #PassTheBill #MAGA🇺🇸... https://t.co/3swdFWGQtP,1
45422,0,"Thank you Louisville, Kentucky. Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! https://t.co/qGgWEWUvek",0
45423,0,"Thank you Louisville, Kentucky- on my way! #MAGA🇺🇸 https://t.co/3QsBsib6kt",0
45424,0,"Congratulations Eric &amp, Lara. Very proud and happy for the two of you! https://t.co/s0T3cTQc40",0
45425,0,"What about all of the contact with the Clinton campaign and the Russians? Also, is it true that the DNC would not let the FBI in to look?",0
45426,0,Just heard Fake News CNN is doing polls again despite the fact that their election polls were a WAY OFF disaster. Much higher ratings at Fox,0
45427,0,"The real story that Congress, the FBI and all others should be looking into is the leaking of Classified information. Must find leaker now!",1
45428,0,"The Democrats made up and pushed the Russian story as an excuse for running a terrible campaign. Big advantage in Electoral College &amp, lost!",0
45429,0,James Clapper and others stated that there is no evidence Potus colluded with Russia. This story is FAKE NEWS and everyone knows it!,0
45430,0,#ICYMI: Weekly Address ➡️https://t.co/ckVx2zgA1x https://t.co/dTGZLvlsGv,0
45431,0,"...vast sums of money to NATO &amp, the United States must be paid more for the powerful, and very expensive, defense it provides to Germany!",0
45432,0,"Despite what you have heard from the FAKE NEWS, I had a GREAT meeting with German Chancellor Angela Merkel. Nevertheless, Germany owes.....",0
45433,0,Great meeting with the @RepublicanStudy Committee this morning at the @WhiteHouse! https://t.co/8Y2UoHoYaY,0
45434,0,"""North Korea is behaving very badly. They have been """"playing"""" the United States for years. China has done little to help!""",0
45435,0,"RT @foxandfriends: FOX NEWS ALERT: Jihadis using religious visa to enter US, experts warn (via @FoxFriendsFirst) https://t.co/pwXeR9OMQC",0
45436,0,RT @foxandfriends: VIDEO: Rep. Scalise — GOP agrees on over 85 percent of health care bill https://t.co/05dtfjAUbx,0
45437,0,RT @AmericaFirstPol: MAJOR IMPACT: @POTUS Trump is 50 Days in and moving swiftly to get America back on the right track. #MAGA https://t.c...,0
45438,0,RT @FoxNews: Jobs created in February. https://t.co/sOaMDxxTA8,1
45439,0,Happy Lá Fheile Phadraig to all of my great Irish friends!,0
45440,0,"""RT @DiamondandSilk: When the President says """"You're Fired""""     That means: """"Pack Yo Stuff and Go, Not Say """"You Refuse to Go!  #DrainTheSwam...""",0
45441,0,"My representatives had a great meeting w/ the Hispanic Chamber of Commerce at the WH today. Look forward to tremendous growth &amp, future mtgs!",0
45442,0,Great progress on healthcare. Improvements being made - Republicans coming together!,0
45443,0,RT @USHCC: USHCC was delighted to host @IvankaTrump for a roundtable discussion w/ Hispanic women biz owners today in Washington #USHCCLegi...,0
45444,0,"An honor to welcome the Taoiseach of Ireland, @EndaKennyTD to the @WhiteHouse today with @VP Pence. 🇺🇸🇮🇪 https://t.co/J3iTl2iSiQ",0
45445,0,A budget that puts #AmericaFirst must make safety its no. 1 priority—without safety there can be no prosperity: https://t.co/9lxx1iQo7m,1
45446,0,"Thank you Nashville, Tennessee! https://t.co/6snvQ0DzXN",0
45447,0,"In Nashville, Tennessee! Lets MAKE AMERICA GREAT AGAIN! https://t.co/m5UR4vv6UH",0
45448,0,Thank you Andrew Jackson! #POTUS7 #USA🇺🇸 https://t.co/GToWsWXiNv,0
45449,0,I will be interviewed by @TuckerCarlson tonight at 9:00 P.M. on @FoxNews. Enjoy!,0
45450,0,CEO's most optimistic since 2009. It will only get better as we continue to slash unnecessary regulations and when we begin our big tax cut!,0
45451,0,"Looking forward to a big rally in Nashville, Tennessee, tonight. Big crowd of great people expected. Will be fun!",0
45452,0,"Will be going to Detroit, Michigan (love), today for a big meeting on bringing back car production to State &amp, U.S. Already happening!",0
45453,0,"Can you imagine what the outcry would be if @SnoopDogg, failing career and all, had aimed and fired the gun at President Obama? Jail time!",0
45454,0,"""Does anybody really believe that a reporter, who nobody ever heard of, """"went to his mailbox"""" and found my tax returns? @NBCNews  FAKE NEWS!""",0
45455,0,Great optimism in America – and the results will be even better! https://t.co/SYBl47CsZn,0
45456,0,"Meeting w/ Washington, D.C. @MayorBowser and Metro GM Paul Wiedefeld about incoming winter storm preparations here... https://t.co/mg0A4Hq3bD",0
45457,0,Proud to welcome our great Cabinet this afternoon for our first meeting. Unfortunately 4 seats were empty because S... https://t.co/bMYph832hF,0
45458,0,"Healthcare listening session w/ @VP &amp, @SecPriceMD. Watch: https://t.co/5ayQ4dr8Ip #ReadTheBill:... https://t.co/1cQI0ZBUv8",0
45459,0,"ObamaCare is imploding. It is a disaster and 2017 will be the worst year yet, by far! Republicans will come together and save the day.",1
45460,0,"It is amazing how rude much of the media is to my very hard working representatives. Be nice, you will do much better!",1
45461,0,"RT @AmericaFirstPol: .@POTUS Trump led a historic journey to the White House. 50 days in, that historic journey continues. Take a look 👉 ht...",0
45462,0,We are making great progress with healthcare. ObamaCare is imploding and will only get worse. Republicans coming together to get job done!,0
45463,0,Weekly Address - 11:00 A.M. at the @WhiteHouse! #MAGA🇺🇸➡️https://t.co/YSaPJnSX2i https://t.co/Gb8iTGzb6j,0
45464,0,"RT @DRUDGE_REPORT: GREAT AGAIN:  +235,000 https://t.co/GkockGNdtC",0
45465,0,"""RT @foxandfriends: """"Never give up....that's the worst thing you could do. There's always a chance."""" -Kyle Coddington's message to those als...""",1
45466,0,Honored to meet this years @SenateYouth delegates w/ @VP Pence in the East Room of the @WhiteHouse. Congratulations... https://t.co/oQIx7LybCV,0
45467,0,'U.S. Consumer Comfort Just Reached Its Highest Level in a Decade' ➡️https://t.co/S8nZgmeMMV https://t.co/xC0piRa6eP,0
45468,0,"Despite what you hear in the press, healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!",0
45469,0,RT @foxnation: .@realDonaldTrump's First Full Month in Office Sees Biggest Jobs Gain 'In Years': Report: https://t.co/rx4bgI1MWK,0
45470,0,"Great news. We are only just beginning. Together, we are going to #MAGA! https://t.co/BSp685Q9Qf https://t.co/K7yeBZsf6r",1
45471,0,Met with @RepCummings today at the @WhiteHouse. Great discussion!,0
45472,0,LinkedIn Workforce Report: January and February were the strongest consecutive months for hiring since August and September 2015,0
45473,0,"On International Women's Day, join me in honoring the critical role of women here in America &amp, around the world.",0
45474,0,I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.,0
45475,0,I feel sure that my friend @RandPaul will come along with the new and great health care program because he knows Obamacare is a disaster!,1
45476,0,"Don't let the FAKE NEWS tell you that there is big infighting in the Trump Admin. We are getting along great, and getting major things done!",0
45477,0,I am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!,0
45478,0,"Don't worry, getting rid of state lines, which will promote competition, will be in phase 2 &amp, 3 of healthcare rollout. @foxandfriends",0
45479,0,"""For eight years Russia """"ran over"""" President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak! @foxandfriends""",0
